"NETFLIXID","COUNTRY","DOWNLOAD","IMAGE","IMDBID","LARGEIMAGE","RATING","RELEASED","RUNTIME","SYNOPSIS","TITLE","TYPE","UNOGSDATE"
"80237905","18","0","https://occ-0-2717-360.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABQyYHKJzvoqyjf1zCED93BNAMAdWmorO-mw3D4E6irwqUINpI9GM-MPWAd8axin27FdQPPEUpy1FLAoKHkyGyiEpAWDPz-qncwCZCr3Z_dXGQ5Pu0mo08iqmzWo.jpg?r=d7f","tt4687108","","5.4","2019","1h41m","After hearing a boy&#39;s cry for help, a pregnant woman and her brother wade into a vast field of grass, only to discover there may be no way out.","In the Tall Grass","movie","2019-10-05"
"81021243","18","0","https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABRxEvrfO3jl1MajsrLJl3cmBoWqB8yq2MyRpYGgl7hWZQJN7wh1qKAt7GBMgQyWosFI845GvhBtYzS_UcLBO2dmE9kio2oCf-wEUWLTtDoVKjKPLQ37PbfchsXY.jpg?r=e2f","","","","2019","24m","The Super Monsters share their Halloween traditions with Vida, then get invited to a D&iacute;a de los Muertos party in the Howlers&#39; backyard.","Super Monsters: Vida&#39;s First Halloween","movie","2019-10-05"
"80117803","18","0","https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABXeO_iRNFA6DB3eIhuNX7ksb_neDQRTDswWqhTw-Pqtex0rzFbYWdURWvHDEav0Q0Riotr5FCrfhiEqMz0PAjg1QLY99GZvKbqKgPhWqVHCs8ZuvvgmxiaTHknw.jpg?r=8fb","tt7826108","","7.2","2019","","A widowed mom sets out to solve the mystery surrounding her young son&#39;s emerging superpowers while keeping his extraordinary gifts under wraps.","Raising Dion","series","2019-10-05"
"81098497","18","0","https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABTRvr9X9pYNxAv2vSxluPzPAjMx2WpqQ0PU3RR9gTAkIwN20RGMffX5jdHI5fFrCrcBrsj9bxzjx_VUfDX623eFAqHqRXXMrfwbje1JKI6KZvbh6CWtp-HACSkBH4l76e73QVFwv7zqdQ-AnrFn_1XaNHoko.jpg?r=e80","","https://occ-0-1952-2433.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABaJ-Kz7On380JfeMTHwWTvOvVF4nAqkQIx7xQHT6yWTiqxdXAW1wwnpaDBwRKHjstRCERqhJ_UaZJLpdcvO87iamyKH6qbvgoSzsEN17Yzc2K1THgtXL6bKNM8HfsA.jpg?r=0c6","","2019","","To replace his grandfather as head of a cartel, a Tokyo financier returns to his home country of Mexico, where he must battle two rivals for control.","El Drag&oacute;n: Return of a Warrior","series","2019-10-05"
"81035838","18","0","https://occ-0-2717-360.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABW8jasyDWE-NeCcCLz5L-DOEUKmq2ExxcPnWmCna5QOSB_POWb2Gb047Dn8CUIl_gSGO6lyf4Y_Vd4JxzJmDQ7K71w.jpg?r=44a","tt10497352","","3.2","2017","1h34m","While vacationing at a resort, an ornery and outspoken man is held captive by a terrorist organization.","Alarmoty in the Land of Fire","movie","2019-10-06"
"80158750","18","0","https://occ-0-2717-360.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABQIXedjBdmMDs8JeuiPlfP_4_ZMhRJ5uzkN2C7DUeWpMvUPTZcnvAX6IMdw0WOSNFVAFyM6-7WH2mSVZ03FYZaPHG8a2ayPgMViG1mSCYqbbRLJqE2L1udY5jaE.jpg?r=46d","tt6830780","","6.1","2017","1h40m","After searching for his abducted son for three years, a devastated father attempts to track down his missing child through lucid dreams.","Lucid Dream","movie","2019-10-06"
"80042309","18","1","https://occ-0-768-769.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABUBQCKyOGK9hPNTTPU7LY92Zg6JKUEgoaXoPPX_f6BZtddaKb9dmxBJTGHtkGyyaD1q8oQuGBYcLrYLfRtTYTZjqPQ.jpg?r=ad4","tt0900387","https://occ-0-1091-299.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABZHL3WzJsMV2ztf_d-HVzQNAe1Xony9Ew58VMwVyXIKJQnLVBBUFST1jsGRevDi-DSijEpn2DbnNhWc_dn1ea17v5ga1.jpg?r=221","7","2014","1h47m","Waiting for news of her prisoner-of-war husband, a French woman in Nazi-occupied France reluctantly falls for a German officer quartering in her home.","Suite Francaise","movie","2019-10-06"
"80215730","18","0","https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABXtjv2Y1P1rNGuRIsB-uDr6KWElJr74qA8Y84UzB34ydmxlihgeQgLATKYpoftjCMFdn5BOS7SqQLu0WFDv-RkCp8v2aPFUN-mS34D3jbyvEuA9dBFRUK7R121w.jpg?r=e18","","","","2019","","When mythical creatures come to life, it&#39;s up to Leo, Teodora, Don Andr&eacute;s and Alebrije -- super-secret monster hunters -- to save the day.","Legend Quest: Masters of Myth","series","2019-10-06"
"80128691","18","0","https://occ-0-2717-360.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABWNXiZ2YMEL95A1rX-MurjvZ79KyQWqUusDzfWc1D_COYlLjK64_jgqh4BipAzoHYkAgPLeBtjJXZ8CWb3TNhTun4g.jpg?r=c6b","tt5667516","","3.8","2017","1h27m","After discovering that their secret military prison is under attack by terrorists, a ragtag group of inmates does their best to neutralize the enemy.","Black Site Delta","movie","2019-10-07"
"80158042","18","0","https://occ-0-2717-360.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABdSyc09doJMP0vjVZoPPUVf-dri49smnMf6AACXSpQX56_a5pJkCY3ApNhivHmBR4r6AaH6N9QYYWWbuyMj50XPs4w.jpg?r=29c","tt5946128","","7.6","2016","2h29m","Accustomed to living an unfocused life, a promising cinematographer meets an unconventional therapist who introduces her to a new way of thinking.","Dear Zindagi","movie","2019-10-07"
"80097725","18","1","https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABeiYpUFpYFGfsbf2N4ikR4ixRkaWyXuedQdObfzOALdr9J97RKKL4zuUO94ERiGB1DwNGs4mtDsp2dwee6EeEnHYi_0rPAEYjLaoSgMVFblZLth2Y9fMU_OEZ1c.jpg?r=077","tt5740806","","4.8","2017","1h37m","When a crisis threatens to destroy their high school, four teens hatch a daring plan to raise $10 million. Step one? Breaking into the U.S. Mint.","Coin Heist","movie","2019-10-07"
"80117458","18","0","https://occ-0-2717-360.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABW8yuwKcMb9GU3XrZVSqZD3qdq-_Qf9fcv_HWCCLRrqSmy1GPx4AI5ylSTYCc8W-CFQIaF8H13DMr25OU7M-KTTmsfQK03xJvg1kXbvvO4-qNM8y0618eyPNTFs.jpg?r=80c","tt6061074","","6.4","2018","1h42m","A tenacious high school girl raised in foster homes in the inner city tries to reconnect with her ex-con father by joining a boys wrestling team.","First Match","movie","2019-10-07"
"80160347","18","1","https://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABaMwtmpAIlJimULw8vkCK2TCCNRTN7-yVgIWw65nfDuJhvsdNxoiH3nwKLNYy4p2w4qLKgS4XbQ66WF4kZmdxVZrxg.jpg?r=d9b","tt5579910","","4.9","2015","38m","Pop music superstar Mariah Carey hosts this all-star holiday celebration with special guests and a celebrity reading of &#39;The Night Before Christmas.&#39;","Mariah Carey&#39;s Merriest Christmas","movie","2019-10-07"
"80156935","18","0","https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABdYnLde2pXVDMmIWfOUCY-lKvxWzk7LOQbSyczHES2Db_B-KnS8dGe1ul0ABVefidCUYGNT2UExPA7Fs1CsFHxZGLQ.jpg?r=5a6","tt0227194","","5.4","2001","2h40m","When his partner is killed, a young cop is forced to care for the man&#39;s four children, and solicits the help of a woman who moves in with them.","One 2 Ka 4","movie","2019-10-07"
"81061405","18","0","https://occ-0-768-769.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABTcaJzPBS0CyAULPLncrSg856ZIBkY29fbpQWnP0fnk262OiGuoGoShlKLW5Bja9PFrnPzwewfFAQyfQt5YT-7iVkQ.jpg?r=e9c","tt5037840","","3.8","2019","1h36m","Two desperate parents go to extreme lengths to hide their dire financial straits from their daughter and friends.","Drunk Parents","movie","2019-10-07"
"80188580","18","0","https://occ-0-2717-360.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABV_0REv7iQoTntcIrywbo7_zqlB4HYDnYAQVJGC38gGApJVmsCwiDHRxcj2nL5xQUvGJiMpu5AQ2Zyp7lXojotHbCA.jpg?r=cd6","tt5485482","","4","2017","1h29m","The exotic dancers from Chocolate City get back together for a trip to Las Vegas and a chance at $500,000 in prize money.","Chocolate City: Vegas Strip","movie","2019-10-07"
"80162333","18","0","https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABfIWZJWk1ivqnQEISl0u8uuwmeKOoKQxkaJmnGuF0emh1hiUemzcWcppMUhyb90t6kb14O9cz0zYNYaGO09YM_AuVA.jpg?r=989","tt6212934","","7.9","2017","1h23m","Three months after a brutal terrorist attack at their Paris concert, Eagles of Death Metal make an emotional return to the French capital to perform.","Eagles of Death Metal: Nos Amis (Our Friends)","movie","2019-10-07"
"80216844","18","0","https://occ-0-2717-360.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABZ0WUogCKX25PvMAj1DemAFMpbJZEQAx_OuSEOX1XhgryI9rwSaDrYT5WXByKi7_lYezkrtpKeFKzx6NN-yH_7AMXUlaJ9EmzpwCilNIvF9q461ETum-T3FR-aA.jpg?r=e59","tt5419676","","6.8","2018","1h26m","Revisiting 1970s photos of women that captured a feminist awakening, this film explores those women&#39;s lives and examines the continued need for change.","Feminists: What Were They Thinking?","movie","2019-10-07"
"70120086","18","1","https://occ-0-2506-1432.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABSB-wkiIKVqIGEvcMb1G1K6IjLJRJZCt77FlWlL-cJ6-YSqj-xhAJiMYN7XrNFLu7KDCuGVEfqudbjcdp2ptue8-Fg.jpg?r=6d1","tt1103153","http://cdn1.nflximg.net/images/5915/12115915.jpg","5.4","2010","1h40m","After giving up the gun and settling down, an elite assassin learns that someone from his past has put a contract out on his now tranquil life.","Killers","movie","2019-10-07"
"80107037","18","1","https://occ-0-2717-360.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABZtlgOPg7i51Gr8rWLuBzrvQpd9FLtLApo-qLuwlnROnI0c3grh11vMZlRfEpnZ2P4xq6u28hrMfZWMzkiQ7RRtHtw.jpg?r=61b","tt3724898","","2.9","2015","1h28m","Needing a secluded place for a late-night tryst, two couples stow away in a mall after hours, but are quickly ensnared in a gruesome and deadly game.","Ludo","movie","2019-10-07"
"80185760","18","0","https://occ-0-1490-1489.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABeKnbquYPSN0x5noxxJ7IwXqrLkeVZufC0GI8QPexuB8eTGEgWBksvEEb-1i5AYkyaho44rGLjjk06k-SWdsYjltpQ.jpg?r=392","tt1856101","https://occ-0-299-1001.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABa_JQjzGLPczQW4iyHkAtqUNDcvSlL9oo56RruxtsWz6VvedcmBqBkLT1h0ZA_wWv83i_-rdT1Hyqf9gVekIWFAcwXzb.jpg?r=392","8","2017","2h43m","The contents of a hidden grave draw the interest of an industrial titan and send Officer K, an LAPD blade runner, on a quest to find a missing legend.","Blade Runner 2049","movie","2019-10-07"
"80210691","18","0","https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABTDLkjBtrSoIc3qSqPWemG03B-7o38A3EEI5uCOmMRpLo0aGfffEzty1UDaH-BnKa0auPC_i1sI_SCfPN6dVBw-QjtPyWHSFq_BqS-d0nhyjM0BAvRY9HKtnDYc.jpg?r=0b9","tt7879350","","7.1","2018","40m","Facing an inevitable outcome, terminally ill patients meet extraordinary medical practitioners seeking to change our approach to life and death.","End Game","movie","2019-10-07"
"80162993","18","0","https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABaTXM7ZAB9f0afvTjiCXNJ2h4gtMmd83AGf7rnCkjlN7zaYv7LYLa0PCStVucLYUcYyNJGtM3JMui_SAmnme5_XPXA.jpg?r=4a6","tt6197484","","5.2","2017","1h35m","A young priest coaches a team of uncoordinated monks in order to win a soccer tournament and save their monastery from being turned into a hotel.","Holy Goalie","movie","2019-10-07"
"80164456","18","0","https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABS4VJlplZg01xKw3m5PyTgqHkzpfBrlP89uBJPN8NoXzVGLTTwPCRnwTSeNMQlo8UFwWBfWmuUDSv1RvISoiMrcSdh2gQkfDzTWZ6g9C4w7qC9hLi9aQMOdDRfo.jpg?r=bd3","tt4225622","","6.3","2017","1h25m","When Cole stays up past his bedtime, he discovers that his hot babysitter is part of a satanic cult that will stop at nothing to keep him quiet.","The Babysitter","movie","2019-10-07"
"80200047","18","0","https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABYfbOHzWrZBczAFDH0CFTMMhb2EsqNlvPFUt73wsgzkLpexwpsOrMv1hUZbnTACngNZGDiTqw8Sj992CQHcV6RIIBYteqHR3zH4ilyy-Froni-VRvfYPOzmKY-o.jpg?r=df4","tt7533152","","7.6","2019","1h53m","Inspired by a science book, 13-year-old William Kamkwamba builds a wind turbine to save his Malawian village from famine. Based on a true story.","The Boy Who Harnessed the Wind","movie","2019-10-07"
"70077532","18","1","https://occ-0-768-769.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABbqXW4dhYaTzsXidFoPXkPpDJjaAKGfMHBwe8ZZ2old0o3gPE4QZe4-qn31Js5F3moOBEr5xP3i9F6H4YJZjHN9RKA.jpg?r=35c","tt0884328","http://cdn1.nflximg.net/images/9697/8139697.jpg","7.1","2007","2h5m","After a brutal storm pounds a small town, the residents discover a malevolent mist that hangs over their homes, killing anyone who remains outside.","The Mist","movie","2019-10-07"
"80185861","18","0","https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABb1jDwN9Fb92mRLhlWz8rPSBnw_v_FHaCvfmPXiGBBSY9wM8jsePiC1LPRQ8AmBb9C6dhhcpXkV4xvEK1wIcAxBiMg.jpg?r=74d","notfound","","","2016","58m","Emergency room doctor Javid Abdelmoneim endeavors to learn the truth about alcohol, both its benefits and risks, by exploring the science of drinking.","The Truth About Alcohol","movie","2019-10-07"
"80203254","18","0","https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABYtwcQvhPtaSW89cqjBFvG_1-Kdt721CWtf1bqG-7xij4ye0Etpxh0jp6RijoshGyBhqnQnKJuN-Lkr1affOLn1-g7YQiIcQMtc2q-eoD5CM6hHKP90A-hOld6U.jpg?r=bb8","","","","2019","","Old-school auto collector Mike Hall, his pal Avery Shoaf and son Connor Hall go the extra mile to restore retro cars -- and hopefully turn a profit.","Rust Valley Restorers","series","2019-10-07"
"80227186","18","0","https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABWT9QRFqD3RGP4LIEogGgzvSmHdE1pv9ZWdon7PqG-Nmj5rlTTYQAi9lGpznPfqmDJuUZC-JFDnQK08TpkVkea5EDg.jpg?r=e7b","tt3283708","https://occ-0-1952-2433.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABXm0tDxopUyVj8OxjaJwJ4nW0IA83r16FemGH1MIFdxc1TBQnh1p4kmJUDCE4Unkt6tEuqrzd6JcMUtOfzi3zFny8x41.jpg?r=e7b","4.6","2016","","With his vivid imagination, Simon the rabbit searches for fun while learning about the importance of responsibility and communication.","Simon","series","2019-10-07"
"81033445","18","0","https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABaYyCRzauLKeMW1PJo-pnsQ7APdFpfQBY8pfaiW7uRPiHPvPRGxam0r0iTiVzSt-53Sm-JjBecvobiTW0C811OQ5xw.jpg?r=fd1","tt0112159","","8.5","1995","","Fifteen years after the Second Impact, Shinji Ikari joins his father&#39;s group NERV as one of several teenage mecha pilots fighting the monstrous Angels.","Neon Genesis Evangelion","series","2019-10-07"
"81016914","18","0","https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABUaCBSH2RZ7ztkoVcl1vkWZBtfMimeyeHXN4GUb93X_8X7yKWUyhPMLhwymTil1rlARgOXjNF_NM4bUZtG9gjag-hHk6rcnBhJ3b7NH-nk77ZrcZ6Pz16aAiTiE.jpg?r=90c","tt3869500","","7.2","2019","","Traveling the U.S., host John Weisbarth and expert Zack Giffin are helping families prep for the tiny lifestyle and create hypercustomized mini homes.","Tiny House Nation","series","2019-10-07"
"70140450","18","1","https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABU7qfOvo_GYhgEMAj_4jzpy1LNQOUxRr_nHCv_kqLmvbIL4T5vF_kPGhMLcR1AZA-kU-9RfwckJhYNxSO6aLnJ3vOw.jpg?r=411","tt0487831","http://cdn1.nflximg.net/images/3337/9283337.jpg","8.5","2006","","Aided by a tech-illiterate manager, a pair of basement-dwelling dweebs makes the most of life in IT at a corporation run by a cloddish new owner.","The IT Crowd","series","2019-10-07"
"81056491","18","0","https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABUaWk-HuaeTiKVJBwGKTsp9ayf6J-4_VHoIfKG-XimZ0zQNouLIyPZHNMM3jTRkIc0jTPcurtt6HXa5bo1s0I2U7B_ET8u9EOWfVIDaRvpXu1ENxG4_w8WCRnWg.jpg?r=124","tt10522374","https://occ-0-1007-2705.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABQdDLlDrAmSw6aKV_vHgG2iltGmN_5bhyJjFATJ_5VXed56zhMTyax2u-EyxRym3Xx2rn4uTWnWMvU0-SVReMnwNk3mFwbUVIXoTMwsD7vOPiEFQWLgH_xfDIwmE_g.jpg?r=76e","0","2019","","True and her friends are dropping sweet, silly beats with freshly modern music videos set to the sounds of classic nursery rhyme songs.","True Tunes","series","2019-10-07"
"80202075","18","0","https://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABfJomcgqSxp8kkh8_BlXLKC-xgrBa5y_x35npmKJJKsGlcGzmkkyqC-8LW9UiQp-ZMNdVZ27QY-1hN2-bRNXa9VHVw.jpg?r=250","tt6000478","https://occ-0-753-1360.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABV5d3hu9nMiFmgj5hPZdE6SnT1ENH373oK6WY3tL30GzkJMUSzbygrkqAo7lR6uWc0gHtP5ve7HQ0pjYfIhkjTL9R9qo.jpg?r=250","6.4","2017","2h2m","A savant-like civil rights defense attorney is faced with an enormous moral decision when his simple, ossified life is thrown into turmoil.","Roman Israel, Esq.","movie","2019-10-09"
"70178639","18","1","https://occ-0-1926-41.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABWipFQw4k_AWYKAeZOZjocDdseADrKnZchQGPhba0cT6_E5juBUDmUUo0-q634CcYtNiYUwfN6QI41GxNnx3Dc6kfA.jpg?r=ba6","tt1640484","https://occ-0-2430-2433.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABYhCnOqHQc-1SRCnDGUEybt1bJ2MEl5739Dp-PTZj6X4mOO4XRZI05ipbfCSHQ0Th_eOKIyvK5X-MYptetIXiwQG39XK.jpg?r=dd8","5.7","2011","1h52m","It&#39;s a comedic clash of African-American cultures when a bride&#39;s hoity-toity family and the groom&#39;s blue-collar clan gather for the couple&#39;s nuptials.","Jumping the Broom","movie","2019-10-09"
"81021976","18","0","https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABRzjjoMOZjq75XzvuYt8AfXMLsZYAKuHcbFMdqgNE426uDGPQqRGCFmvU2EPB8pRA4na4hZ4H8YdChp6S7pMgjS8NEqKAqbd2rf2joQMHwlWA9hLg3vPdBE5Kbo.jpg?r=84d","","https://occ-0-1952-2433.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABY-Ciy0PqcqQ8TJcpMqiz-9d7nnoXHUjTlQ37yVmC7jryM8Yl23D3V1Hrdpzk9QvuqjfJgoYgh4zd9KqqwTlX_WveGVf8W10cp2JeCOi0Pp-wZrdHUnT0weictVc_g.jpg?r=84d","","2019","46m","When Melvin tries to cancel Halloween, clever best friends Harold and George create their own spooky holiday -- and it&#39;s a huge success!","The Spooky Tale of Captain Underpants Hack-a-ween","movie","2019-10-09"
"81171871","18","0","https://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABaHUIvS6gENhGaUSoQNVghc7ihlk_wkgW57HgQLf7xxG-rb7Au7XrhEXD0ywYL6EdPHur7HNicjqjtY_FyHjiDp53Q.jpg?r=63a","","https://occ-0-1952-2433.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABX7hGpmbL6LLek_3wWEHmxmVp_TLBWF9DxTUciCDXyu0CK9urj9Kqu6ekrQoWaLdXFprWpWNCeFzwXWqoaJ2yKqE2nBP.jpg?r=63a","","2019","2h33m","Singer-songwriter Gen Hoshino takes the stage at the sold out Tokyo Dome in his highly anticipated 2019 Pop Virus dome tour.","GEN HOSHINO STADIUM TOUR &ldquo;POP VIRUS&rdquo;","movie","2019-10-10"
"80993286","18","0","https://occ-0-2506-1432.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABRXpaRwdMD_kqoQUO_EmBAAYYcAfXrWOypx_tWBPjPcSNl0-t0sBKgSjgiq3TOUsHHOtKGbSO8RbzAP3SaCoOyd7IA.jpg?r=ee3","tt2610798","","5.1","2013","1h23m","When male exchange students arrive at their all-girls school to participate in the end-of-year play, a pair of twins falls for the same boy.","Hanni and Nanni 3","movie","2019-10-10"
"80216665","18","0","https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABVAdy_VSFT1-QhGH0FvmtyxNP_lEGTga8IPJ7q2fybvrMjNUpHoMzZEV8ez6m4JmK0cWM2_1VYkXG0WR3ndimTLQky2771WkdplHmuxwboZUYG4yKr8zSOhDu_Y.jpg?r=16a","tt9278032","","7.6","2019","","In this music competition show, judges Tip &ldquo;T.I.&rdquo; Harris, Cardi B and Chance the Rapper hit the streets to find the next rap superstar.","Rhythm + Flow","series","2019-10-10"
"81132441","18","0","https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABa3Cg-1i71PQE2K7fF_K4GSIo_TwJQlmOFDtiCMISijmL6cme1BlRHuwyKODfIXDg3weMzHN7W1o7oRkc9vVTWxOig.jpg?r=aa7","tt6313158","","6.3","2017","1h43m","A mother&#39;s plan to find her bachelor son a match derails when a new prospect turns up and sinister schemes unfold.","Bygones Be Bygones","movie","2019-10-11"
"81191666","18","0","https://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABXxVc71EPEnTlpf3-D9unfuVMal81D39d2rNcv4YFAhYaSRon659GzHaNDe0OfufSxx9OJud0Ip99nx-hI1s4brOLg.jpg?r=d9b","tt10410186","","6.6","2019","1h38m","With a matriarch bent on having a lavish 51st birthday party, her family&#39;s debt is on the verge of exposure, threatening their business -- and legacy.","The Bling Lagosians","movie","2019-10-11"
"81019771","18","0","https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABeOE62PBaB-NylvdrY4tjQRw1xVB_kyUuMttmMRy9hQOPk7lF8UbkLa4_ucae1qZtBHSMrEt2qa6JKnpVIyAu-plJjGi1u0PZBUcdJoM7JQcun2C88SYA5BfYDg.jpg?r=09a","notfound","https://occ-0-1952-2433.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABSMLJrmnjzXQqkGcYWS4YnZXo0Dp-yOCAsZPI8DiCsKIqNtqUMtJGOUd9UYICq3xoE-ULodGbAvIJPINn6ieXIFbeAmnF5HWgfWbpmjIOu4OtfIzDe9269W9H8idfQ.jpg?r=183","","2019","","Decades after the sudden birth of a new continent, a young rescuer-for-hire provides aid to adventurers exploring this dangerous, uncharted world.","Ultramarine Magmell","series","2019-10-11"
"81078819","18","0","https://occ-0-2717-360.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABaPN4zj3X7-g8_1fJ3CXFqHbbM2n2OzUcTl6tehr-sMHIc5QUBjKRNUTtpres0AUjCKOKMR2cDSqYz9-fylwMAzZfbMa3ai505cetFHYERvR2UMduAKUYzgZU0M.jpg?r=d66","tt9243946","https://occ-0-1952-2433.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABfhK-6aE2PmxzgVt991VwfeeX_I9KjxzZShphhHzmH1j4OsX_3ZQ4Xo9yjGgexP4YQD5MNwwcAY_5YUi_Ds1QyaeFpLbQ5XDd26Y2-_9Z2aaZqrHTUqcPXT0-Amg2w.jpg?r=4d1","7.4","2019","2h2m","Fugitive Jesse Pinkman attempts to outrun his past. Written and directed by &#39;Breaking Bad&#39; creator Vince Gilligan, starring Aaron Paul.","El Camino: A Breaking Bad Movie","movie","2019-10-12"
"81003510","18","0","https://occ-0-768-769.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABTyEPN8daBdxZnn-07c4Ks-udLT8AbhEuZg4-Zw-ncHvyv9nLBwyC3AnoMsH8KouR38Ua7LP1yZ4526V11jz4d3cRg.jpg?r=b9e","tt6820256","https://occ-0-1091-299.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABQcurjZDHK9eKUYnrFHnjYCKZLD6mkkEm8LLFH9iZS6oXRFRtQoukc5jduQqUUnJsutI8pGSPeGgl1fGXPhxLoOU8Jyq.jpg?r=8f7","6.8","2018","1h37m","Stranded in an Arctic wasteland after his plane crashes, a pilot must risk everything to help another gravely injured survivor reach safety in time.","Arctic","movie","2019-10-12"
